task_id,repository_folder,model,run_name,prompt_version,exact_name_match,substring_name_match,name_token_f1,description_token_f1,parse_error,runtime_error,pred_use_case_name,gold_use_case_name
usecase_v1_0000,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.1818,,,Add Staff Member,Manage staff
usecase_v1_0001,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1667,,,Add Student,Manage students
usecase_v1_0002,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.16,,,Add Course,Manage courses
usecase_v1_0003,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1111,,,Add Subject,Manage subjects
usecase_v1_0004,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,,,Add Session,Manage academic sessions
usecase_v1_0005,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.6429,,,Take Attendance for Students,Take student attendance
usecase_v1_0006,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.5833,,,Update Attendance,Update student attendance
usecase_v1_0007,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.2222,,,Edit Student Result,Add or update student result
usecase_v1_0008,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2857,,,Apply for Leave,Apply for leave
usecase_v1_0009,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.5185,,,View Student Attendance Report,View attendance
usecase_v1_0010,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.381,,,View Student Result,View result
usecase_v1_0011,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.3636,,,View Student Leave Detail,Review leave applications
usecase_v1_0012,jobic10__student-management-using-django,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.2857,0.4,,,View Student Feedback Message,Reply to feedback
usecase_v1_0013,thakurpdhiraj__library_management_system,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.3333,,,Create Book,Add book and create inventory
usecase_v1_0014,thakurpdhiraj__library_management_system,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.25,,,View Book Detail,Search and update books
usecase_v1_0015,thakurpdhiraj__library_management_system,qwen2.5:3b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.1538,,,Delete Books,Delete book or inventory
