task_id,repository_folder,soft_name_match,soft_name_token_f1,pred_use_case_name,gold_use_case_name
usecase_v1_0000,jobic10__student-management-using-django,0,0.0,,Manage staff
usecase_v1_0001,jobic10__student-management-using-django,0,0.5,Manage Courses,Manage students
usecase_v1_0002,jobic10__student-management-using-django,0,0.0,,Manage courses
usecase_v1_0003,jobic10__student-management-using-django,0,0.0,,Manage subjects
usecase_v1_0004,jobic10__student-management-using-django,0,0.4,Manage Staff,Manage academic sessions
usecase_v1_0005,jobic10__student-management-using-django,0,0.0,,Take student attendance
usecase_v1_0006,jobic10__student-management-using-django,0,0.0,,Update student attendance
usecase_v1_0007,jobic10__student-management-using-django,1,0.5714,Manage Student Results,Add or update student result
usecase_v1_0008,jobic10__student-management-using-django,0,0.0,,Apply for leave
usecase_v1_0009,jobic10__student-management-using-django,0,0.0,,View attendance
usecase_v1_0010,jobic10__student-management-using-django,1,0.8,View Student Results,View result
usecase_v1_0011,jobic10__student-management-using-django,0,0.0,Manage Staff,Review leave applications
usecase_v1_0012,jobic10__student-management-using-django,0,0.0,,Reply to feedback
usecase_v1_0013,thakurpdhiraj__library_management_system,1,0.6667,Create Book,Add book and create inventory
usecase_v1_0014,thakurpdhiraj__library_management_system,0,0.4,Manage Books,Search and update books
usecase_v1_0015,thakurpdhiraj__library_management_system,1,0.8,Delete Book,Delete book or inventory
usecase_v1_0016,thakurpdhiraj__library_management_system,1,1.0,Manage Users,Manage users
usecase_v1_0017,thakurpdhiraj__library_management_system,1,0.8,Order Book,Order available book
usecase_v1_0018,thakurpdhiraj__library_management_system,0,0.4,Order Book,View current orders
usecase_v1_0019,thakurpdhiraj__library_management_system,1,1.0,View My Order History,View order history
usecase_v1_0020,thakurpdhiraj__library_management_system,0,0.0,,Filter overdue orders
usecase_v1_0021,thakurpdhiraj__library_management_system,0,0.0,,Search orders
usecase_v1_0022,thakurpdhiraj__library_management_system,0,0.0,,Mark order as collected
usecase_v1_0023,thakurpdhiraj__library_management_system,0,0.0,,Mark order as returned and generate invoice
usecase_v1_0024,thakurpdhiraj__library_management_system,0,0.0,,Authenticate and access role-based views
usecase_v1_0025,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Manage Schools,Manage schools
usecase_v1_0026,abdulwahid880__School-Management-system-in-laravel-,0,0.0,,Register school users
usecase_v1_0027,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Manage Classes and Sections,Manage classes and sections
