task_id,repository_folder,model,run_name,prompt_version,exact_name_match,substring_name_match,name_token_f1,description_token_f1,parse_error,runtime_error,pred_use_case_name,gold_use_case_name
usecase_v1_0000,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Manage staff
usecase_v1_0001,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.1176,,,Manage Courses,Manage students
usecase_v1_0002,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Manage courses
usecase_v1_0003,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Manage subjects
usecase_v1_0004,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.0952,,,Manage Staff,Manage academic sessions
usecase_v1_0005,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Take student attendance
usecase_v1_0006,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Update student attendance
usecase_v1_0007,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.25,0.2727,,,Manage Student Results,Add or update student result
usecase_v1_0008,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Apply for leave
usecase_v1_0009,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Extra data: line 4 column 4 (char 50),,,View attendance
usecase_v1_0010,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.3529,,,View Student Results,View result
usecase_v1_0011,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1111,,,Manage Staff,Review leave applications
usecase_v1_0012,jobic10__student-management-using-django,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 10 column 5 (char 281),,,Reply to feedback
usecase_v1_0013,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.2727,,,Create Book,Add book and create inventory
usecase_v1_0014,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.3529,,,Manage Books,Search and update books
usecase_v1_0015,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.6667,0.1905,,,Delete Book,Delete book or inventory
usecase_v1_0016,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.25,,,Manage Users,Manage users
usecase_v1_0017,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.2857,,,Order Book,Order available book
usecase_v1_0018,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1905,,,Order Book,View current orders
usecase_v1_0019,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8571,0.2222,,,View My Order History,View order history
usecase_v1_0020,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Filter overdue orders
usecase_v1_0021,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Search orders
usecase_v1_0022,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Mark order as collected
usecase_v1_0023,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Mark order as returned and generate invoice
usecase_v1_0024,thakurpdhiraj__library_management_system,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,"Expecting ',' delimiter: line 10 column 18 (char 282)",,,Authenticate and access role-based views
usecase_v1_0025,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.1176,,,Manage Schools,Manage schools
usecase_v1_0026,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Register school users
usecase_v1_0027,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3636,,,Manage Classes and Sections,Manage classes and sections
usecase_v1_0028,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.6364,,,Mark attendance,Take attendance
usecase_v1_0029,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5,0.2,,,Mark Attendance,Adjust attendance
usecase_v1_0030,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.6154,,,Calculate and Save Grades,Calculate and save grades
usecase_v1_0031,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.2667,,,View student grades,View grades
usecase_v1_0032,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,,,Create/Add/Register/Save Fee,Manage fees
usecase_v1_0033,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.3,,,Manage Accounts,Manage income and expenses
usecase_v1_0034,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1739,,,Create Exam,Manage exams
usecase_v1_0035,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Manage academic content
usecase_v1_0036,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.25,,,Manage Books,Manage library books
usecase_v1_0037,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.2667,,,Issue books,Issue and return books
usecase_v1_0038,abdulwahid880__School-Management-system-in-laravel-,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.5556,,,Import Users,Import and export users
usecase_v1_0039,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.25,0.1333,,,Create/Add/Register/Save Student,Manage student records
usecase_v1_0040,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2609,,,Promote students,Promote students
usecase_v1_0041,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,1,0.5,0.4211,,,Manage Timetables,Manage timetable
usecase_v1_0042,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.381,,,Manage Student Payments,Manage payments
usecase_v1_0043,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.6923,,,Manage Student Marks,Manage marks
usecase_v1_0044,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.25,0.3704,,,View Student Exam Result,View and print marksheet
usecase_v1_0045,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.25,,,Mark Student Exam Scores,Generate tabulation sheet
usecase_v1_0046,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.6667,,,Manage Classes,Manage academic structure
usecase_v1_0047,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8,0.32,,,View My Children,View children
usecase_v1_0048,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.2857,,,Update profile,Update own account
usecase_v1_0049,4jean__lav_sms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.2222,,,Manage Pins,Generate and verify pins
usecase_v1_0050,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Create video resource
usecase_v1_0051,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Initiate video upload
usecase_v1_0052,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Complete video upload
usecase_v1_0053,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,View video in LMS
usecase_v1_0054,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Upload subtitles or transcripts
usecase_v1_0055,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Upload video thumbnail
usecase_v1_0056,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Create document resource
usecase_v1_0057,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Upload document file
usecase_v1_0058,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Manage playlist
usecase_v1_0059,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 10 column 5 (char 335),,,Manage playlist access
usecase_v1_0060,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Start live session
usecase_v1_0061,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Stop and harvest live session
usecase_v1_0062,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 9 column 5 (char 246),,,Send video analytics statement
usecase_v1_0063,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting property name enclosed in double quotes: line 1 column 2 (char 1),,,Create classroom
usecase_v1_0064,openfun__marsha,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.2857,,,Upload classroom document,Upload classroom document
usecase_v1_0065,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,,,Create/Add/Register/Save Teacher,Authenticate and view profile
usecase_v1_0066,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Manage teacher accounts
usecase_v1_0067,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.0,,,Manage Teachers,Manage accountant accounts
usecase_v1_0068,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Manage parent accounts
usecase_v1_0069,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.1538,,,Manage Students,Manage student records
usecase_v1_0070,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3478,,,Bulk Upload Students,Bulk upload students
usecase_v1_0071,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,"Expecting ',' delimiter: line 11 column 18 (char 390)",,,Manage academic structure
usecase_v1_0072,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4444,0.3,,,Bulk upload student-class enrollments,Bulk upload academic data
usecase_v1_0073,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,"Expecting ',' delimiter: line 11 column 18 (char 380)",,,Record and allocate student payments
usecase_v1_0074,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Manage receipts and student debt overview
usecase_v1_0075,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 1 column 1 (char 0),,,Update or reverse debts
usecase_v1_0076,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.2,,,Track Teacher Attendance,Record attendance
usecase_v1_0077,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.3,,,Generate Timetable,Generate timetable
usecase_v1_0078,mwinamijr__django-scms,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.3871,,,Manage School Events,Manage academic calendar events
usecase_v1_0079,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.2326,,,Purchase course,View course group offerings
usecase_v1_0080,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.1818,0.2609,,,Apply promo code to course purchase,Check course price with promocode
usecase_v1_0081,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4615,,,Create order draft,Create order draft
usecase_v1_0082,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.4375,,,Purchase course,Purchase course
usecase_v1_0083,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 10 column 3 (char 315),,,Confirm paid order
usecase_v1_0084,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.6667,0.3333,,,View purchased courses,List purchased courses
usecase_v1_0085,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.2,,,View Module Detail,View learning modules
usecase_v1_0086,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.125,,,View lesson detail,View lessons
usecase_v1_0087,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.5714,0.3,,,View Notion Material,Read Notion learning material
usecase_v1_0088,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.2857,,,Update material,Refresh Notion material cache
usecase_v1_0089,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,1,1,1.0,0.1053,,,Submit homework answer,Submit homework answer
usecase_v1_0090,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.1739,,,Create reaction,React to homework answer
usecase_v1_0091,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.3333,0.1905,,,Crosscheck homework answers,Review homework crosschecks
usecase_v1_0092,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.4,0.2105,,,Generate diploma,Access diploma records
usecase_v1_0093,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.0,Expecting value: line 9 column 3 (char 335),,,List users
usecase_v1_0094,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.0,0.4545,,,Request passwordless token,Manage authentication and password recovery
usecase_v1_0095,tough-dev-school__education-backend,codegemma:7b,user_goal_v4_scale_family,user_goal_v4,0,0,0.8571,0.303,,,Process Tinkoff Payment Notifications,Process payment notifications
