task_id,repository_folder,soft_name_match,soft_name_token_f1,pred_use_case_name,gold_use_case_name
usecase_v1_0000,jobic10__student-management-using-django,1,1.0,Manage Staff,Manage staff
usecase_v1_0001,jobic10__student-management-using-django,1,1.0,Manage Students,Manage students
usecase_v1_0002,jobic10__student-management-using-django,1,1.0,Manage Courses,Manage courses
usecase_v1_0003,jobic10__student-management-using-django,1,1.0,Manage Subjects,Manage subjects
usecase_v1_0004,jobic10__student-management-using-django,1,0.8,Manage Sessions,Manage academic sessions
usecase_v1_0005,jobic10__student-management-using-django,1,0.8,Take Attendance,Take student attendance
usecase_v1_0006,jobic10__student-management-using-django,1,0.8,Update Attendance,Update student attendance
usecase_v1_0007,jobic10__student-management-using-django,1,1.0,Add or update student result,Add or update student result
usecase_v1_0008,jobic10__student-management-using-django,1,1.0,Apply for leave,Apply for leave
usecase_v1_0009,jobic10__student-management-using-django,1,1.0,View Attendance,View attendance
usecase_v1_0010,jobic10__student-management-using-django,1,1.0,View Results,View result
usecase_v1_0011,jobic10__student-management-using-django,1,0.5714,View student leave requests,Review leave applications
usecase_v1_0012,jobic10__student-management-using-django,0,0.4,View Feedback Messages,Reply to feedback
usecase_v1_0013,thakurpdhiraj__library_management_system,1,0.6667,Add Book,Add book and create inventory
usecase_v1_0014,thakurpdhiraj__library_management_system,1,1.0,Search and update books,Search and update books
usecase_v1_0015,thakurpdhiraj__library_management_system,1,0.8,Delete a book,Delete book or inventory
usecase_v1_0016,thakurpdhiraj__library_management_system,1,1.0,Manage users,Manage users
usecase_v1_0017,thakurpdhiraj__library_management_system,1,0.6667,Place book order,Order available book
usecase_v1_0018,thakurpdhiraj__library_management_system,1,0.8,View My Orders,View current orders
usecase_v1_0019,thakurpdhiraj__library_management_system,1,1.0,View Order History,View order history
usecase_v1_0020,thakurpdhiraj__library_management_system,1,1.0,Filter Overdue Orders,Filter overdue orders
usecase_v1_0021,thakurpdhiraj__library_management_system,1,0.8,Search and manage orders,Search orders
usecase_v1_0022,thakurpdhiraj__library_management_system,0,0.4,Manage orders,Mark order as collected
usecase_v1_0023,thakurpdhiraj__library_management_system,1,0.5714,Return Order,Mark order as returned and generate invoice
usecase_v1_0024,thakurpdhiraj__library_management_system,0,0.2857,Login to system,Authenticate and access role-based views
usecase_v1_0025,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Manage schools,Manage schools
usecase_v1_0026,abdulwahid880__School-Management-system-in-laravel-,1,0.8,Register Users,Register school users
usecase_v1_0027,abdulwahid880__School-Management-system-in-laravel-,0,0.3333,Manage school entities,Manage classes and sections
usecase_v1_0028,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Take Attendance,Take attendance
usecase_v1_0029,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Adjust Attendance,Adjust attendance
usecase_v1_0030,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Calculate and Save Grades,Calculate and save grades
usecase_v1_0031,abdulwahid880__School-Management-system-in-laravel-,1,1.0,View grades,View grades
usecase_v1_0032,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Manage fees,Manage fees
usecase_v1_0033,abdulwahid880__School-Management-system-in-laravel-,0,0.2857,Manage account sectors and transactions,Manage income and expenses
usecase_v1_0034,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Manage Exams,Manage exams
usecase_v1_0035,abdulwahid880__School-Management-system-in-laravel-,1,0.6667,Manage Academic Settings,Manage academic content
usecase_v1_0036,abdulwahid880__School-Management-system-in-laravel-,1,0.8,Manage Books,Manage library books
usecase_v1_0037,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Issue and Return Books,Issue and return books
usecase_v1_0038,abdulwahid880__School-Management-system-in-laravel-,1,0.6667,Export and import students,Import and export users
usecase_v1_0039,4jean__lav_sms,1,0.8,Manage Students,Manage student records
usecase_v1_0040,4jean__lav_sms,1,0.8,Manage Student Promotions,Promote students
