task_id,repository_folder,soft_name_match,soft_name_token_f1,pred_use_case_name,gold_use_case_name
usecase_v1_0000,jobic10__student-management-using-django,1,1.0,Manage staff,Manage staff
usecase_v1_0001,jobic10__student-management-using-django,1,1.0,Manage students,Manage students
usecase_v1_0002,jobic10__student-management-using-django,1,1.0,Manage courses,Manage courses
usecase_v1_0003,jobic10__student-management-using-django,1,1.0,Manage subjects,Manage subjects
usecase_v1_0004,jobic10__student-management-using-django,1,0.8,Manage sessions,Manage academic sessions
usecase_v1_0005,jobic10__student-management-using-django,1,0.8,Take Attendance,Take student attendance
usecase_v1_0006,jobic10__student-management-using-django,1,0.8,Update Attendance,Update student attendance
usecase_v1_0007,jobic10__student-management-using-django,1,0.5714,Manage Student Results,Add or update student result
usecase_v1_0008,jobic10__student-management-using-django,1,1.0,Apply for leave,Apply for leave
usecase_v1_0009,jobic10__student-management-using-django,1,1.0,View Attendance,View attendance
usecase_v1_0010,jobic10__student-management-using-django,1,1.0,View Results,View result
usecase_v1_0011,jobic10__student-management-using-django,0,0.2857,View student leave detail,Review leave applications
usecase_v1_0012,jobic10__student-management-using-django,0,0.3333,View student feedback detail,Reply to feedback
usecase_v1_0013,thakurpdhiraj__library_management_system,1,0.6667,Create Book,Add book and create inventory
usecase_v1_0014,thakurpdhiraj__library_management_system,0,0.4,Manage books,Search and update books
usecase_v1_0015,thakurpdhiraj__library_management_system,1,0.8,Delete book,Delete book or inventory
usecase_v1_0016,thakurpdhiraj__library_management_system,1,1.0,Manage users,Manage users
usecase_v1_0017,thakurpdhiraj__library_management_system,1,0.6667,Place new book order,Order available book
usecase_v1_0018,thakurpdhiraj__library_management_system,1,0.8,View My Orders,View current orders
usecase_v1_0019,thakurpdhiraj__library_management_system,1,1.0,View order history,View order history
usecase_v1_0020,thakurpdhiraj__library_management_system,1,0.6667,View overdue orders,Filter overdue orders
usecase_v1_0021,thakurpdhiraj__library_management_system,1,0.6667,Search orders by type,Search orders
usecase_v1_0022,thakurpdhiraj__library_management_system,1,1.0,Mark order as collected,Mark order as collected
usecase_v1_0023,thakurpdhiraj__library_management_system,1,0.75,Mark order as returned,Mark order as returned and generate invoice
usecase_v1_0024,thakurpdhiraj__library_management_system,0,0.3333,Login,Authenticate and access role-based views
usecase_v1_0025,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Manage schools,Manage schools
usecase_v1_0026,abdulwahid880__School-Management-system-in-laravel-,1,0.8,Register User,Register school users
usecase_v1_0027,abdulwahid880__School-Management-system-in-laravel-,0,0.3333,Create school class,Manage classes and sections
usecase_v1_0028,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Take Attendance,Take attendance
usecase_v1_0029,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Adjust Attendance,Adjust attendance
usecase_v1_0030,abdulwahid880__School-Management-system-in-laravel-,0,0.3333,View grades detail,Calculate and save grades
usecase_v1_0031,abdulwahid880__School-Management-system-in-laravel-,1,0.8,View grades detail,View grades
usecase_v1_0032,abdulwahid880__School-Management-system-in-laravel-,0,0.4,Create/Add Fee,Manage fees
usecase_v1_0033,abdulwahid880__School-Management-system-in-laravel-,0,0.2857,Manage account sectors and transactions,Manage income and expenses
usecase_v1_0034,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Manage exams,Manage exams
usecase_v1_0035,abdulwahid880__School-Management-system-in-laravel-,1,0.6667,Manage Academic Settings,Manage academic content
usecase_v1_0036,abdulwahid880__School-Management-system-in-laravel-,1,0.8,Manage books,Manage library books
usecase_v1_0037,abdulwahid880__School-Management-system-in-laravel-,0,0.3333,Manage issued books,Issue and return books
usecase_v1_0038,abdulwahid880__School-Management-system-in-laravel-,0,0.2857,Export students data to Excel,Import and export users
usecase_v1_0039,4jean__lav_sms,1,0.8,Manage Students,Manage student records
usecase_v1_0040,4jean__lav_sms,1,1.0,Promote students,Promote students
usecase_v1_0041,4jean__lav_sms,0,0.5,Manage TimeTables,Manage timetable
