task_id,repository_folder,soft_name_match,soft_name_token_f1,pred_use_case_name,gold_use_case_name
usecase_v1_0000,jobic10__student-management-using-django,1,1.0,Manage Staff,Manage staff
usecase_v1_0001,jobic10__student-management-using-django,1,1.0,Manage Student,Manage students
usecase_v1_0002,jobic10__student-management-using-django,0,0.5,Manage Course,Manage courses
usecase_v1_0003,jobic10__student-management-using-django,0,0.5,Add Subject,Manage subjects
usecase_v1_0004,jobic10__student-management-using-django,1,0.8,Manage Session,Manage academic sessions
usecase_v1_0005,jobic10__student-management-using-django,1,0.8,Take Attendance,Take student attendance
usecase_v1_0006,jobic10__student-management-using-django,1,1.0,Update Student Attendance,Update student attendance
usecase_v1_0007,jobic10__student-management-using-django,1,0.5,Edit Student's Result,Add or update student result
usecase_v1_0008,jobic10__student-management-using-django,1,1.0,Apply for Leave,Apply for leave
usecase_v1_0009,jobic10__student-management-using-django,1,1.0,View Attendance,View attendance
usecase_v1_0010,jobic10__student-management-using-django,1,0.8,View Student Results,View result
usecase_v1_0011,jobic10__student-management-using-django,1,0.5714,View student leave requests,Review leave applications
usecase_v1_0012,jobic10__student-management-using-django,0,0.3333,View student feedback detail,Reply to feedback
usecase_v1_0013,thakurpdhiraj__library_management_system,1,0.6667,Create book,Add book and create inventory
usecase_v1_0014,thakurpdhiraj__library_management_system,1,0.6667,Update Book Details,Search and update books
usecase_v1_0015,thakurpdhiraj__library_management_system,1,0.8,Delete book,Delete book or inventory
usecase_v1_0016,thakurpdhiraj__library_management_system,0,0.5,Create user,Manage users
usecase_v1_0017,thakurpdhiraj__library_management_system,1,0.6667,Place book order,Order available book
usecase_v1_0018,thakurpdhiraj__library_management_system,1,0.8,View my orders,View current orders
usecase_v1_0019,thakurpdhiraj__library_management_system,1,1.0,View order history,View order history
usecase_v1_0020,thakurpdhiraj__library_management_system,1,0.5714,View overdue collection orders,Filter overdue orders
usecase_v1_0021,thakurpdhiraj__library_management_system,0,0.4,Mark order as collected,Search orders
usecase_v1_0022,thakurpdhiraj__library_management_system,1,0.6667,Mark book as collected,Mark order as collected
usecase_v1_0023,thakurpdhiraj__library_management_system,1,0.5,Mark book as returned,Mark order as returned and generate invoice
usecase_v1_0024,thakurpdhiraj__library_management_system,0,0.3333,Login,Authenticate and access role-based views
usecase_v1_0025,abdulwahid880__School-Management-system-in-laravel-,1,0.8,Manage School Details,Manage schools
usecase_v1_0026,abdulwahid880__School-Management-system-in-laravel-,1,0.8,Register User,Register school users
usecase_v1_0027,abdulwahid880__School-Management-system-in-laravel-,0,0.3333,Add Class to School,Manage classes and sections
usecase_v1_0028,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Take Attendance,Take attendance
usecase_v1_0029,abdulwahid880__School-Management-system-in-laravel-,0,0.4,Adjust missing attendances,Adjust attendance
usecase_v1_0030,abdulwahid880__School-Management-system-in-laravel-,1,1.0,Calculate and Save Grades,Calculate and save grades
usecase_v1_0031,abdulwahid880__School-Management-system-in-laravel-,0,0.4,View grade detail,View grades
usecase_v1_0032,abdulwahid880__School-Management-system-in-laravel-,0,0.5,Create fee,Manage fees
usecase_v1_0033,abdulwahid880__School-Management-system-in-laravel-,0,0.25,Create and Manage Account Sectors and Accounts,Manage income and expenses
usecase_v1_0034,abdulwahid880__School-Management-system-in-laravel-,0,0.5,Activate Exam,Manage exams
usecase_v1_0035,abdulwahid880__School-Management-system-in-laravel-,0,0.0,Create Notice,Manage academic content
usecase_v1_0036,abdulwahid880__School-Management-system-in-laravel-,1,0.6667,Manage book details,Manage library books
usecase_v1_0037,abdulwahid880__School-Management-system-in-laravel-,1,0.6667,Issue books to students,Issue and return books
usecase_v1_0038,abdulwahid880__School-Management-system-in-laravel-,0,0.25,Import students from Excel file,Import and export users
usecase_v1_0039,4jean__lav_sms,1,0.5714,Create/Add Student Record,Manage student records
usecase_v1_0040,4jean__lav_sms,1,1.0,Promote Students,Promote students
usecase_v1_0041,4jean__lav_sms,0,0.5,Manage Timetables,Manage timetable
usecase_v1_0042,4jean__lav_sms,1,0.8,Manage student payments,Manage payments
usecase_v1_0043,4jean__lav_sms,1,0.8,Manage student marks,Manage marks
usecase_v1_0044,4jean__lav_sms,1,0.6667,View marks detail,View and print marksheet
usecase_v1_0045,4jean__lav_sms,1,0.5714,Generate Mark Tabulation Report,Generate tabulation sheet
usecase_v1_0046,4jean__lav_sms,0,0.3333,Manage class details,Manage academic structure
usecase_v1_0047,4jean__lav_sms,1,0.8,View children detail,View children
usecase_v1_0048,4jean__lav_sms,0,0.25,Change User Account Details and Password,Update own account
usecase_v1_0049,4jean__lav_sms,1,0.6667,Verify Student Pin,Generate and verify pins
usecase_v1_0050,openfun__marsha,1,0.8,Create video,Create video resource
usecase_v1_0051,openfun__marsha,1,1.0,Initiate video upload,Initiate video upload
usecase_v1_0052,openfun__marsha,1,0.6667,Upload video ended,Complete video upload
usecase_v1_0053,openfun__marsha,1,0.5714,View video detail,View video in LMS
usecase_v1_0054,openfun__marsha,1,0.5714,Upload and manage subtitles for videos,Upload subtitles or transcripts
usecase_v1_0055,openfun__marsha,1,1.0,Upload video thumbnails,Upload video thumbnail
usecase_v1_0056,openfun__marsha,1,0.8,Create document,Create document resource
usecase_v1_0057,openfun__marsha,1,0.5714,Initiate and complete document upload,Upload document file
usecase_v1_0058,openfun__marsha,0,0.5,Create playlist,Manage playlist
usecase_v1_0059,openfun__marsha,1,1.0,Manage playlist access,Manage playlist access
usecase_v1_0060,openfun__marsha,1,0.8571,Start a live video session,Start live session
usecase_v1_0061,openfun__marsha,1,0.5,Stop live video recording,Stop and harvest live session
usecase_v1_0062,openfun__marsha,1,0.6,Send xAPI statement from video detail,Send video analytics statement
usecase_v1_0063,openfun__marsha,1,1.0,Create classroom,Create classroom
usecase_v1_0064,openfun__marsha,1,0.8571,Initiate and Upload Classroom Document,Upload classroom document
usecase_v1_0065,mwinamijr__django-scms,1,0.5714,Login to access user profile,Authenticate and view profile
usecase_v1_0066,mwinamijr__django-scms,0,0.3333,Bulk Upload Teachers,Manage teacher accounts
usecase_v1_0067,mwinamijr__django-scms,0,0.0,Create teacher,Manage accountant accounts
usecase_v1_0068,mwinamijr__django-scms,0,0.4,Create parent,Manage parent accounts
usecase_v1_0069,mwinamijr__django-scms,0,0.3333,List/Search Students,Manage student records
usecase_v1_0070,mwinamijr__django-scms,1,1.0,Bulk upload students,Bulk upload students
usecase_v1_0071,mwinamijr__django-scms,0,0.0,Bulk Upload Student Classes,Manage academic structure
usecase_v1_0072,mwinamijr__django-scms,1,0.5,Bulk upload student classes,Bulk upload academic data
usecase_v1_0073,mwinamijr__django-scms,1,0.6667,Record payment,Record and allocate student payments
usecase_v1_0074,mwinamijr__django-scms,0,0.25,Bulk Upload Receipts,Manage receipts and student debt overview
usecase_v1_0075,mwinamijr__django-scms,1,0.6667,Reverse student debt,Update or reverse debts
usecase_v1_0076,mwinamijr__django-scms,0,0.3333,View teacher attendance detail,Record attendance
usecase_v1_0077,mwinamijr__django-scms,1,1.0,Generate timetable,Generate timetable
usecase_v1_0078,mwinamijr__django-scms,0,0.0,Change School Year,Manage academic calendar events
usecase_v1_0079,tough-dev-school__education-backend,0,0.4444,List courses in a course group,View course group offerings
usecase_v1_0080,tough-dev-school__education-backend,0,0.4444,Apply promocode to course purchase,Check course price with promocode
usecase_v1_0081,tough-dev-school__education-backend,1,1.0,Create order draft,Create order draft
usecase_v1_0082,tough-dev-school__education-backend,1,1.0,Purchase course,Purchase course
usecase_v1_0083,tough-dev-school__education-backend,1,0.6667,Confirm order payment,Confirm paid order
usecase_v1_0084,tough-dev-school__education-backend,1,1.0,List purchased courses,List purchased courses
usecase_v1_0085,tough-dev-school__education-backend,0,0.3333,View module detail,View learning modules
usecase_v1_0086,tough-dev-school__education-backend,1,0.8,View lesson detail,View lessons
usecase_v1_0087,tough-dev-school__education-backend,0,0.2857,View material detail,Read Notion learning material
usecase_v1_0088,tough-dev-school__education-backend,0,0.2857,Trigger material update,Refresh Notion material cache
usecase_v1_0089,tough-dev-school__education-backend,1,1.0,Submit homework answer,Submit homework answer
usecase_v1_0090,tough-dev-school__education-backend,1,0.5714,Create reaction to homework answer,React to homework answer
usecase_v1_0091,tough-dev-school__education-backend,1,0.5714,View homework crosscheck status,Review homework crosschecks
usecase_v1_0092,tough-dev-school__education-backend,0,0.3333,View diploma detail,Access diploma records
usecase_v1_0093,tough-dev-school__education-backend,1,1.0,List users,List users
usecase_v1_0094,tough-dev-school__education-backend,0,0.2857,Request password reset,Manage authentication and password recovery
usecase_v1_0095,tough-dev-school__education-backend,1,0.8571,Process Tinkoff Payment Notifications,Process payment notifications
usecase_v1_0096,knowledgefactory4u__librarymanagementsystem,1,0.5714,Admin Login,Sign in to library admin panel
usecase_v1_0097,knowledgefactory4u__librarymanagementsystem,0,0.4,Create book,List and paginate books
usecase_v1_0098,knowledgefactory4u__librarymanagementsystem,1,1.0,Search books,Search books
usecase_v1_0099,knowledgefactory4u__librarymanagementsystem,1,1.0,Create book,Create book
usecase_v1_0100,knowledgefactory4u__librarymanagementsystem,1,1.0,Update book,Update book
usecase_v1_0101,knowledgefactory4u__librarymanagementsystem,0,0.5,Remove book,Delete book
usecase_v1_0102,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage authors,Manage authors
usecase_v1_0103,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage categories,Manage categories
usecase_v1_0104,knowledgefactory4u__librarymanagementsystem,1,1.0,Manage publishers,Manage publishers
usecase_v1_0105,knowledgefactory4u__librarymanagementsystem,1,0.5714,Export CSV file,Export library data to CSV
usecase_v1_0106,SkyCascade__SkyLearn,0,0.5,Register Student,Register account
usecase_v1_0107,SkyCascade__SkyLearn,0,0.3333,Change User Profile,Manage profile and password
usecase_v1_0108,SkyCascade__SkyLearn,1,0.5714,View dashboard detail,View admin dashboard analytics
usecase_v1_0109,SkyCascade__SkyLearn,0,0.5,Manage sessions,Manage news and events
usecase_v1_0110,SkyCascade__SkyLearn,1,0.8,Manage session,Manage academic sessions
usecase_v1_0111,SkyCascade__SkyLearn,1,1.0,Manage semester,Manage semesters
usecase_v1_0112,SkyCascade__SkyLearn,1,1.0,Manage students,Manage students
usecase_v1_0113,SkyCascade__SkyLearn,1,1.0,Manage Lecturers,Manage lecturers
usecase_v1_0114,SkyCascade__SkyLearn,0,0.5,Create parent,Manage parents
usecase_v1_0115,SkyCascade__SkyLearn,0,0.5,Create program,Manage programs
usecase_v1_0116,SkyCascade__SkyLearn,0,0.0,Add Course to Program,Manage courses
usecase_v1_0117,SkyCascade__SkyLearn,1,0.6667,Allocate Courses to Programs,Allocate courses to lecturers
usecase_v1_0118,SkyCascade__SkyLearn,1,1.0,Upload course documentation,Upload course documentation
usecase_v1_0119,SkyCascade__SkyLearn,1,1.0,Upload video tutorials for a course,Upload course video tutorials
usecase_v1_0120,SkyCascade__SkyLearn,1,0.8,Register for Courses,Register and drop courses
usecase_v1_0121,SkyCascade__SkyLearn,1,0.6667,Add student scores,Submit student scores
usecase_v1_0122,SkyCascade__SkyLearn,1,0.8571,View grade result,View grade and assessment results
usecase_v1_0123,SkyCascade__SkyLearn,0,0.25,Print grade result,Download registration form and result sheet
usecase_v1_0124,SkyCascade__SkyLearn,0,0.4,Create quiz,Create and manage quizzes
usecase_v1_0125,SkyCascade__SkyLearn,1,0.8889,Create multiple choice question for quiz,Create multiple-choice questions
usecase_v1_0126,SkyCascade__SkyLearn,1,0.5714,Take a quiz,Take quiz and continue incomplete quiz
usecase_v1_0127,SkyCascade__SkyLearn,1,0.5714,Mark quiz results,Review and mark quiz sittings
usecase_v1_0128,SkyCascade__SkyLearn,1,1.0,View quiz progress,View quiz progress
usecase_v1_0129,SkyCascade__SkyLearn,1,0.8,Search for content,Search learning content
usecase_v1_0130,SkyCascade__SkyLearn,0,0.3333,Complete Payment,Pay through payment gateway
usecase_v1_0131,SkyCascade__SkyLearn,0,0.4,Create invoice,Create and view invoices
usecase_v1_0132,adityagoyal222__django-lms,1,0.8,Sign up,Sign up and authenticate
usecase_v1_0133,adityagoyal222__django-lms,1,1.0,Create course,Create course
usecase_v1_0134,adityagoyal222__django-lms,0,0.0,Enroll in a course,Browse courses
usecase_v1_0135,adityagoyal222__django-lms,1,1.0,Enroll in course,Enroll in course
usecase_v1_0136,adityagoyal222__django-lms,1,1.0,Unenroll from course,Unenroll from course
usecase_v1_0137,adityagoyal222__django-lms,1,1.0,Create assignment,Create assignment
usecase_v1_0138,adityagoyal222__django-lms,1,1.0,Update assignment,Update assignment
usecase_v1_0139,adityagoyal222__django-lms,1,1.0,Delete assignment,Delete assignment
usecase_v1_0140,adityagoyal222__django-lms,1,1.0,Submit assignment,Submit assignment
usecase_v1_0141,adityagoyal222__django-lms,1,0.6667,Delete submitted assignment,Delete assignment submission
usecase_v1_0142,adityagoyal222__django-lms,1,0.8,Grade assignment,Grade assignment submission
usecase_v1_0143,adityagoyal222__django-lms,1,0.8,Create resource,Create course resource
usecase_v1_0144,adityagoyal222__django-lms,1,0.8,Delete resource,Delete course resource
usecase_v1_0145,engripaye__library-management-system,0,0.5,Create book,Add book
usecase_v1_0146,engripaye__library-management-system,1,1.0,List books,List books
usecase_v1_0147,engripaye__library-management-system,1,1.0,Search books,Search books
usecase_v1_0148,engripaye__library-management-system,1,1.0,View book detail,View book detail
usecase_v1_0149,engripaye__library-management-system,1,0.8,Register new user,Register library user
usecase_v1_0150,engripaye__library-management-system,1,0.8,List users,List library users
usecase_v1_0151,engripaye__library-management-system,1,1.0,Borrow a book,Borrow book
usecase_v1_0152,engripaye__library-management-system,1,1.0,Return a borrowed book,Return borrowed book
